Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP03699,Operations,25,85900,11,57,66.0,No
EMP03700,Finance,57,142812,19,54,84.6,Yes
EMP03701,Operations,58,132874,15,65,89.0,Yes
EMP03702,HR,32,82892,16,30,58.8,No
EMP03703,IT,37,114888,14,40,63.2,No
EMP03704,Engineering,60,154942,4,38,46.0,No
EMP03705,Finance,40,117090,7,45,70.6,No
EMP03706,Engineering,46,148503,18,59,80.8,Yes
EMP03707,Admin,57,107831,16,43,71.6,No
EMP03708,Engineering,48,140218,16,44,86.2,Yes
EMP03709,IT,32,109327,15,54,85.4,Yes
EMP03710,Admin,42,105248,18,60,93.4,Yes
EMP03711,Marketing,43,120332,21,43,84.6,Yes
EMP03712,Finance,33,107124,20,35,79.0,Yes
EMP03713,Marketing,40,116947,1,62,71.0,No
EMP03714,IT,42,125142,8,37,49.6,No
EMP03715,Finance,31,103733,19,34,66.6,No
EMP03716,Engineering,43,140866,13,47,81.6,Yes
EMP03717,Sales,50,106636,16,30,58.8,No
EMP03718,Customer Support,29,82764,18,59,88.8,Yes
EMP03719,Admin,40,101266,22,57,97.8,Yes
EMP03720,Engineering,40,138142,19,58,83.0,Yes
EMP03721,Marketing,47,120379,13,52,67.6,No
EMP03722,Operations,37,104726,2,31,41.2,No
EMP03723,Operations,43,114009,23,44,85.8,Yes
EMP03724,Customer Support,23,68710,9,57,76.4,Yes
EMP03725,Finance,49,118300,4,52,68.4,No
EMP03726,Marketing,45,105623,11,43,68.6,No
EMP03727,Engineering,58,155473,24,30,84.2,Yes
EMP03728,Finance,43,111878,6,63,74.6,No
EMP03729,Marketing,47,114092,14,49,68.6,No
EMP03730,Sales,41,112875,17,65,91.6,Yes
EMP03731,Customer Support,60,120564,12,48,75.4,Yes
EMP03732,Sales,36,97773,11,46,66.4,No
EMP03733,Sales,40,96975,3,49,58.8,No
EMP03734,Marketing,57,126869,25,45,92.0,Yes
EMP03735,Engineering,58,168438,10,44,64.4,No
EMP03736,Sales,47,119794,1,63,56.6,No
EMP03737,Marketing,30,102400,2,51,59.2,No
EMP03738,Engineering,29,133661,24,43,98.0,Yes
EMP03739,Sales,54,114967,4,45,49.2,No
EMP03740,Engineering,21,110879,5,33,43.8,No
EMP03741,HR,51,111074,16,50,86.8,Yes
EMP03742,Marketing,43,113741,10,56,73.6,No
EMP03743,IT,51,132421,25,38,86.8,Yes
EMP03744,HR,21,83769,10,47,71.2,No
EMP03745,Customer Support,40,90321,3,39,58.8,No
EMP03746,HR,24,72294,5,52,56.2,No
EMP03747,Marketing,28,94522,24,59,100.0,Yes
EMP03748,Admin,43,94836,23,55,96.4,Yes
EMP03749,Operations,58,116675,21,60,100.0,Yes
EMP03750,Finance,48,114853,19,43,80.0,Yes
EMP03751,Admin,44,98299,10,42,65.2,No
EMP03752,Customer Support,46,92574,8,35,54.4,No
EMP03753,Admin,55,109707,12,33,62.4,No
EMP03754,Marketing,32,92847,14,40,62.2,No
EMP03755,Marketing,36,102792,10,59,70.4,No
EMP03756,Customer Support,37,80013,7,36,55.2,No
EMP03757,Engineering,35,138529,23,56,99.0,Yes
EMP03758,HR,55,116282,2,65,58.6,No
EMP03759,Sales,57,118413,13,33,75.2,Yes
EMP03760,Engineering,26,113310,15,48,81.8,Yes
EMP03761,Marketing,37,101210,2,49,55.0,No
EMP03762,IT,24,110813,8,64,65.8,No
EMP03763,IT,31,121032,18,47,84.6,Yes
EMP03764,IT,42,125625,15,51,75.6,Yes
EMP03765,IT,33,117260,17,39,66.0,No
EMP03766,HR,29,87948,5,51,69.6,No
EMP03767,Marketing,27,89927,7,30,42.6,No
EMP03768,Marketing,35,107350,9,56,75.8,Yes
EMP03769,Finance,25,99951,22,57,96.8,Yes
EMP03770,Engineering,21,120875,14,39,79.6,Yes
EMP03771,Operations,60,127163,25,50,88.0,Yes
EMP03772,Sales,32,90301,21,53,82.6,Yes
EMP03773,IT,26,109664,8,65,80.4,Yes
EMP03774,Marketing,31,96075,1,43,43.6,No
EMP03775,IT,23,112622,18,48,75.2,Yes
EMP03776,HR,58,114942,3,59,57.8,No
EMP03777,Sales,29,81716,2,53,61.4,No
EMP03778,Sales,47,116557,22,64,93.0,Yes
EMP03779,Engineering,51,154763,11,46,62.4,No
EMP03780,IT,60,154658,9,33,59.0,No
EMP03781,Marketing,55,121049,18,58,94.2,Yes
EMP03782,Operations,30,88894,17,34,67.0,No
EMP03783,HR,41,101824,19,51,88.8,Yes
EMP03784,Sales,55,127617,23,46,85.0,Yes
EMP03785,Engineering,36,137990,8,42,69.6,No
EMP03786,IT,25,102770,4,38,44.0,No
EMP03787,Finance,24,100626,17,59,79.0,Yes
EMP03788,Operations,36,103829,23,65,100.0,Yes
EMP03789,Finance,24,99683,15,33,67.8,No
EMP03790,Marketing,23,89151,20,39,74.4,No
EMP03791,Sales,58,120439,23,52,100.0,Yes
EMP03792,Finance,41,109857,16,36,67.4,No
EMP03793,Engineering,30,124184,13,46,70.0,No
EMP03794,Engineering,56,147903,6,40,57.8,No
EMP03795,IT,39,129110,5,37,48.2,No
EMP03796,Operations,45,120369,22,46,99.2,Yes
EMP03797,Marketing,45,121680,7,30,48.6,No
EMP03798,Sales,33,99110,10,49,59.4,No
EMP03799,Admin,40,101664,17,61,98.2,Yes
EMP03800,Operations,58,131824,1,47,42.0,No
EMP03801,HR,31,93829,12,54,77.0,Yes
EMP03802,Operations,25,93280,7,58,67.4,No
EMP03803,IT,60,148855,13,57,74.6,No
EMP03804,Operations,59,126582,14,44,68.6,No
EMP03805,Engineering,49,144386,16,50,75.8,Yes
EMP03806,IT,43,124239,1,56,59.4,No
EMP03807,Admin,43,108411,3,39,44.8,No
EMP03808,Operations,22,78344,19,40,88.2,Yes
EMP03809,Finance,39,115251,3,50,53.4,No
EMP03810,IT,23,107948,19,50,94.2,Yes
EMP03811,Marketing,46,120380,14,45,68.2,No
EMP03812,IT,47,132294,20,48,77.8,Yes
EMP03813,Customer Support,48,101093,3,51,67.0,No
EMP03814,HR,53,114729,21,65,91.8,Yes
EMP03815,Marketing,33,96908,24,36,96.8,Yes
EMP03816,HR,55,124805,2,47,60.8,No
EMP03817,IT,35,117792,3,35,42.4,No
EMP03818,IT,27,112101,3,53,65.2,No
EMP03819,Operations,28,94868,18,39,84.8,Yes
EMP03820,Admin,47,103163,16,55,73.8,No
EMP03821,Finance,27,95989,17,50,89.6,Yes
EMP03822,HR,55,116013,13,49,68.8,No
EMP03823,HR,21,83878,13,41,76.0,Yes
EMP03824,Engineering,52,158143,21,63,94.6,Yes
EMP03825,Admin,41,99363,11,54,73.2,No
EMP03826,Sales,46,119722,25,37,92.2,Yes
EMP03827,Marketing,29,88463,10,41,73.6,No
EMP03828,Customer Support,30,73460,5,41,51.6,No
EMP03829,HR,32,79890,10,34,59.4,No
EMP03830,Sales,31,85895,18,43,79.2,Yes
EMP03831,Admin,52,102350,19,37,83.4,Yes
EMP03832,Engineering,60,171271,5,56,73.6,No
EMP03833,Sales,59,118963,19,63,100.0,Yes
EMP03834,Admin,31,77833,23,42,95.6,Yes
EMP03835,HR,22,80236,8,57,73.6,No
EMP03836,IT,22,98444,23,30,71.4,No
EMP03837,Marketing,43,119269,24,40,89.2,Yes
EMP03838,Admin,33,79757,13,42,60.6,No
EMP03839,HR,41,98052,11,41,63.4,No
EMP03840,Marketing,54,126441,18,30,79.4,Yes
EMP03841,Customer Support,31,90699,20,40,91.0,Yes
EMP03842,HR,24,86297,15,55,85.0,Yes
EMP03843,Engineering,31,125197,25,57,98.2,Yes
EMP03844,Admin,32,95369,7,62,73.8,No
EMP03845,Marketing,34,93529,16,56,90.4,Yes
EMP03846,Finance,42,118588,21,64,93.2,Yes
EMP03847,Engineering,46,149423,4,45,63.2,No
EMP03848,Finance,40,109221,1,34,38.2,No
EMP03849,IT,53,153548,7,44,55.0,No
EMP03850,Admin,27,80846,17,44,74.0,No
EMP03851,Finance,50,125661,17,60,78.6,Yes
EMP03852,Engineering,46,138312,16,54,93.2,Yes
EMP03853,Customer Support,23,81671,25,53,93.8,Yes
EMP03854,Admin,21,70929,17,36,71.2,No
EMP03855,IT,25,113426,15,58,76.8,Yes
EMP03856,Admin,50,108545,23,37,93.6,Yes
EMP03857,Admin,47,111128,21,45,85.8,Yes
EMP03858,Engineering,43,136537,6,31,53.4,No
EMP03859,Operations,45,118493,23,55,98.4,Yes
EMP03860,Operations,31,88733,19,36,77.8,Yes
EMP03861,Marketing,49,128237,10,62,85.2,Yes
EMP03862,Operations,31,103937,11,44,66.2,No
EMP03863,HR,48,107360,25,58,95.8,Yes
EMP03864,HR,58,125170,15,47,71.2,No
EMP03865,Customer Support,60,109062,14,49,80.6,Yes
EMP03866,Customer Support,57,121829,16,31,59.4,No
EMP03867,Engineering,56,155552,10,61,83.6,Yes
EMP03868,Sales,43,99066,13,47,79.6,Yes
EMP03869,Admin,33,90066,10,37,66.2,No
EMP03870,Sales,36,99451,15,63,82.8,Yes
EMP03871,Admin,46,104678,18,36,75.0,Yes
EMP03872,Admin,58,116103,1,46,51.4,No
EMP03873,IT,21,108126,22,62,88.8,Yes
EMP03874,IT,41,124574,4,32,50.4,No
EMP03875,Engineering,29,127914,2,55,57.6,No
EMP03876,HR,56,113070,1,64,60.2,No
EMP03877,Sales,55,114420,12,63,78.4,Yes
EMP03878,Admin,21,68424,18,65,84.4,Yes
EMP03879,Engineering,42,148457,10,64,75.4,Yes
EMP03880,Engineering,60,170131,9,36,60.8,No
EMP03881,Marketing,47,121049,1,39,48.2,No
EMP03882,HR,21,66704,1,43,50.6,No
EMP03883,Customer Support,45,95661,4,52,50.4,No
EMP03884,Customer Support,43,104883,10,36,59.6,No
EMP03885,Marketing,57,128040,15,64,90.4,Yes
EMP03886,HR,49,99439,17,60,98.6,Yes
EMP03887,Admin,28,84180,16,40,84.8,Yes
EMP03888,HR,23,81615,4,43,56.0,No
EMP03889,HR,28,83287,8,47,63.6,No
EMP03890,IT,37,127290,20,32,82.2,Yes
EMP03891,Operations,38,105735,14,65,87.2,Yes
EMP03892,Sales,31,86845,2,54,52.0,No
EMP03893,Operations,28,96252,12,57,71.8,No
EMP03894,Customer Support,41,90237,25,41,86.6,Yes
EMP03895,HR,28,80660,11,45,78.8,Yes
EMP03896,Engineering,39,143148,1,46,50.4,No
EMP03897,Customer Support,51,105655,10,64,78.4,Yes
EMP03898,Marketing,44,113490,20,57,87.2,Yes
EMP03899,Marketing,27,92641,18,44,70.8,No
EMP03900,Finance,52,128312,5,48,60.8,No
EMP03901,Finance,34,95908,6,33,49.6,No
EMP03902,IT,46,128195,22,41,78.2,Yes
EMP03903,Marketing,51,126381,25,39,95.4,Yes
EMP03904,Customer Support,31,89765,25,47,100.0,Yes
EMP03905,Marketing,55,134208,20,52,89.2,Yes
EMP03906,Admin,41,92129,11,40,73.8,No
EMP03907,IT,40,122585,22,52,92.8,Yes
EMP03908,Customer Support,27,78137,4,62,71.4,No
EMP03909,Finance,44,109593,15,34,69.4,No
EMP03910,Admin,24,77703,21,33,78.6,Yes
EMP03911,Finance,59,140680,9,58,72.0,No
EMP03912,Engineering,38,132639,8,53,69.2,No
EMP03913,Sales,30,90692,15,63,79.8,Yes
EMP03914,Finance,50,133713,12,49,77.0,Yes
EMP03915,Sales,33,85800,10,43,65.8,No
EMP03916,Engineering,35,122992,17,64,88.0,Yes
EMP03917,Finance,33,108404,17,43,70.4,No
EMP03918,Marketing,25,99689,8,63,69.2,No
EMP03919,HR,48,114181,17,60,95.6,Yes
EMP03920,Admin,32,81104,3,52,63.6,No
EMP03921,Engineering,55,155346,7,30,59.6,No
EMP03922,IT,48,137871,11,34,57.2,No
EMP03923,Engineering,28,126988,23,49,92.8,Yes
EMP03924,Operations,34,103614,24,44,97.6,Yes
EMP03925,Finance,24,95473,17,36,77.2,Yes
EMP03926,Marketing,51,123701,10,47,73.2,No
EMP03927,Engineering,26,116527,15,54,89.4,Yes
EMP03928,Finance,46,117078,10,44,68.4,No
EMP03929,Sales,29,88384,13,57,79.6,Yes
EMP03930,HR,24,72475,23,32,73.6,No
EMP03931,Admin,55,110467,11,60,85.8,Yes
EMP03932,Admin,22,68764,8,51,60.0,No
EMP03933,Admin,26,85307,20,56,90.6,Yes
EMP03934,IT,39,129575,21,48,86.6,Yes
EMP03935,Admin,53,119698,10,59,76.4,Yes
EMP03936,IT,49,144865,18,53,86.2,Yes
EMP03937,Operations,57,119542,25,63,100.0,Yes
EMP03938,HR,28,75941,6,39,60.2,No
EMP03939,Engineering,58,169562,24,64,100.0,Yes
EMP03940,IT,25,117709,10,63,73.8,No
EMP03941,Engineering,59,151271,3,59,62.8,No
EMP03942,Admin,58,117371,10,46,60.6,No
EMP03943,Marketing,38,100838,14,61,89.8,Yes
EMP03944,Admin,46,98171,4,35,46.2,No
EMP03945,Marketing,22,87597,17,62,92.8,Yes
EMP03946,Finance,55,139943,25,35,85.0,Yes
EMP03947,Engineering,60,161014,18,35,75.4,Yes
EMP03948,HR,57,111852,1,40,51.8,No
EMP03949,HR,50,104843,12,50,80.6,Yes
EMP03950,Customer Support,48,99842,19,43,83.0,Yes
EMP03951,Operations,26,95844,24,62,92.4,Yes
EMP03952,HR,50,106394,25,50,91.0,Yes
EMP03953,HR,46,99193,24,37,95.4,Yes
EMP03954,Finance,36,115653,1,45,44.8,No
EMP03955,Engineering,57,158726,10,38,63.8,No
EMP03956,Marketing,28,84984,24,57,100.0,Yes
EMP03957,Admin,24,69111,11,64,86.2,Yes
EMP03958,HR,28,75598,10,50,64.0,No
EMP03959,Marketing,40,104769,23,59,100.0,Yes
EMP03960,Operations,25,93259,23,63,97.2,Yes
EMP03961,Customer Support,45,91584,5,58,61.8,No
EMP03962,Admin,43,107223,24,55,95.2,Yes
EMP03963,Operations,34,88033,8,33,66.2,No
EMP03964,Admin,42,90360,11,57,77.0,Yes
EMP03965,Engineering,39,129616,22,45,98.6,Yes
EMP03966,Customer Support,42,104562,13,45,77.4,Yes
EMP03967,IT,57,142190,12,52,67.8,No
EMP03968,Sales,45,100395,8,55,63.4,No
EMP03969,Marketing,53,119554,16,61,91.4,Yes
EMP03970,IT,22,108793,18,56,91.0,Yes
EMP03971,Operations,21,78002,8,48,71.2,No
EMP03972,Customer Support,26,68450,9,46,68.8,No
EMP03973,HR,25,80594,4,59,74.6,No
EMP03974,Operations,34,101221,18,49,81.8,Yes
EMP03975,Operations,23,80790,4,32,55.4,No
EMP03976,HR,55,113012,5,61,57.6,No
EMP03977,IT,37,121233,16,56,87.4,Yes
EMP03978,Admin,29,80292,4,46,54.8,No
EMP03979,Finance,50,134397,17,44,79.0,Yes
EMP03980,HR,34,99645,19,56,80.8,Yes
EMP03981,Engineering,47,156284,13,46,83.0,Yes
EMP03982,IT,21,112782,6,62,68.0,No
EMP03983,Admin,60,119482,15,47,78.2,Yes
EMP03984,Marketing,28,101217,25,51,100.0,Yes
EMP03985,Engineering,29,123512,4,59,60.6,No
EMP03986,Customer Support,22,65326,18,65,86.4,Yes
EMP03987,Sales,45,105655,25,32,85.2,Yes
EMP03988,Admin,34,79930,25,63,100.0,Yes
EMP03989,Marketing,52,126922,18,60,100.0,Yes
EMP03990,Admin,43,95627,8,44,64.8,No
EMP03991,Engineering,39,135027,15,30,60.0,No
EMP03992,HR,35,85693,20,30,77.0,Yes
EMP03993,Admin,33,77359,21,56,88.4,Yes
EMP03994,IT,55,147425,13,38,66.2,No
EMP03995,HR,31,82783,9,34,55.6,No
EMP03996,HR,26,85952,24,52,100.0,Yes
EMP03997,HR,29,76972,9,47,56.4,No
EMP03998,Engineering,24,112067,23,47,99.6,Yes
EMP03999,IT,34,118670,9,53,77.0,Yes
EMP04000,HR,25,80143,20,60,87.0,Yes
EMP04001,IT,30,123825,25,47,99.2,Yes
EMP04002,Admin,22,76172,16,39,72.2,No
EMP04003,Customer Support,57,109214,7,41,60.2,No
EMP04004,Engineering,26,117279,10,39,62.4,No
EMP04005,Sales,21,75848,23,43,92.2,Yes
EMP04006,Finance,27,88561,18,33,70.2,No
EMP04007,Customer Support,40,86251,17,57,88.8,Yes
EMP04008,HR,34,85692,16,30,75.8,Yes
EMP04009,Engineering,46,137037,23,40,81.4,Yes
EMP04010,HR,23,75347,20,51,90.6,Yes
EMP04011,IT,47,132841,3,53,62.2,No
EMP04012,HR,55,121232,1,51,59.4,No
EMP04013,Operations,59,120938,1,33,48.6,No
EMP04014,IT,36,114051,11,30,63.8,No
EMP04015,Engineering,34,121934,3,42,62.6,No
EMP04016,IT,49,132376,6,35,49.8,No
EMP04017,Customer Support,55,117689,19,32,80.4,Yes
EMP04018,Customer Support,25,71082,16,39,67.2,No
EMP04019,Sales,22,84753,11,47,63.0,No
EMP04020,Finance,52,135329,19,40,72.2,No
EMP04021,HR,51,111239,15,46,73.6,No
EMP04022,HR,47,106280,5,44,56.4,No
EMP04023,IT,29,107842,12,39,77.0,Yes
EMP04024,HR,46,101133,5,51,57.6,No
EMP04025,Sales,58,119250,25,35,78.0,Yes
EMP04026,Sales,58,130147,10,58,69.8,No
EMP04027,HR,45,107784,7,41,69.2,No
EMP04028,Operations,43,102877,4,44,60.6,No
EMP04029,Finance,47,131148,21,59,94.2,Yes
EMP04030,HR,56,116058,22,38,85.4,Yes
EMP04031,Admin,43,101126,12,37,56.8,No
EMP04032,Finance,29,100274,4,37,58.4,No
EMP04033,Finance,58,142310,6,57,69.0,No
EMP04034,Admin,39,99494,14,46,81.8,Yes
EMP04035,Admin,48,98758,22,56,91.2,Yes
EMP04036,Customer Support,50,111390,2,30,49.6,No
EMP04037,Sales,38,91374,15,46,82.6,Yes
EMP04038,Engineering,35,124902,22,65,100.0,Yes
EMP04039,HR,28,92187,16,48,73.6,No
EMP04040,Customer Support,26,67849,10,32,61.2,No
EMP04041,Admin,57,118279,25,42,100.0,Yes
EMP04042,Marketing,29,93929,11,44,75.2,Yes
EMP04043,Admin,38,97314,14,47,66.4,No
EMP04044,IT,53,152411,4,44,61.6,No
EMP04045,Operations,47,109543,9,57,66.4,No
EMP04046,IT,21,101730,3,40,56.4,No
EMP04047,HR,30,76048,12,51,70.2,No
EMP04048,HR,34,81395,2,31,51.2,No
EMP04049,Customer Support,54,113015,8,48,69.2,No
EMP04050,Finance,36,98310,20,30,82.0,Yes
EMP04051,Finance,54,123703,4,46,58.8,No
EMP04052,HR,21,77798,19,35,85.2,Yes
EMP04053,Marketing,30,92604,5,61,71.6,No
EMP04054,Admin,58,108065,25,59,100.0,Yes
EMP04055,Admin,21,72037,24,51,100.0,Yes
EMP04056,Admin,26,76654,14,60,85.2,Yes
EMP04057,HR,36,102753,2,31,52.2,No
EMP04058,Sales,53,116760,22,44,91.0,Yes
EMP04059,Finance,28,103203,24,45,84.2,Yes
EMP04060,Admin,27,72429,3,50,66.4,No
EMP04061,Operations,56,125004,23,46,97.0,Yes
EMP04062,Sales,30,87196,5,31,59.6,No
EMP04063,HR,37,91066,3,53,59.2,No
EMP04064,Sales,36,89182,14,56,84.8,Yes
EMP04065,Customer Support,41,93485,19,46,91.8,Yes
EMP04066,Customer Support,38,85458,14,58,73.0,No
EMP04067,HR,27,81148,18,38,87.2,Yes
EMP04068,IT,22,99401,23,64,100.0,Yes
EMP04069,IT,30,122821,21,44,90.2,Yes
EMP04070,Sales,59,128614,1,39,41.2,No
EMP04071,Admin,23,66894,12,62,85.8,Yes
EMP04072,Operations,37,98851,5,59,67.4,No
EMP04073,Customer Support,33,81883,10,40,65.0,No
EMP04074,HR,50,102857,1,48,47.6,No
EMP04075,Finance,60,131570,25,65,100.0,Yes
EMP04076,Finance,42,119119,18,37,68.6,No
EMP04077,Operations,32,94799,12,31,64.2,No
EMP04078,HR,28,93313,2,59,56.0,No
EMP04079,HR,35,95382,9,57,62.4,No
EMP04080,Finance,24,91739,5,65,76.0,No
EMP04081,Engineering,30,118940,3,31,41.0,No
EMP04082,IT,33,111849,19,57,91.4,Yes
EMP04083,IT,26,118644,1,46,52.4,No
EMP04084,Engineering,21,119461,24,57,99.4,Yes
EMP04085,Sales,35,88507,10,54,71.4,No
EMP04086,IT,32,115568,15,56,92.6,Yes
EMP04087,Customer Support,40,85887,1,36,45.4,No
EMP04088,HR,36,89916,12,61,79.2,Yes
EMP04089,IT,52,143859,9,45,72.2,No
EMP04090,Finance,47,128922,16,56,79.4,Yes
EMP04091,Operations,31,88335,25,36,92.6,Yes
EMP04092,Customer Support,32,90091,15,30,69.0,No
EMP04093,Customer Support,47,96401,12,55,70.6,No
EMP04094,Finance,38,113994,20,58,99.8,Yes
EMP04095,Admin,49,111309,9,48,71.0,No
EMP04096,IT,26,108005,19,33,77.0,Yes
EMP04097,HR,21,81920,14,36,67.8,No
EMP04098,Engineering,53,147714,10,39,60.4,No
EMP04099,Sales,41,95957,7,49,63.0,No
EMP04100,Customer Support,47,95019,18,39,71.8,No
EMP04101,Operations,26,86483,21,57,100.0,Yes
EMP04102,IT,43,140436,12,46,66.2,No
EMP04103,Customer Support,22,70675,22,47,99.8,Yes
EMP04104,Finance,26,92608,4,61,72.8,No
EMP04105,Finance,56,137391,17,39,73.0,No
EMP04106,Customer Support,21,67584,8,49,65.8,No
EMP04107,Sales,58,120457,17,62,81.8,Yes
EMP04108,Admin,54,119391,9,56,61.8,No
EMP04109,Customer Support,46,101580,9,31,49.8,No
EMP04110,HR,27,77675,6,35,54.8,No
EMP04111,Marketing,40,100695,22,47,84.8,Yes
EMP04112,HR,36,84869,4,55,61.2,No
EMP04113,Admin,60,116855,14,30,70.2,No
EMP04114,Finance,30,103617,23,62,91.6,Yes
EMP04115,Marketing,24,85407,6,33,45.6,No
EMP04116,Engineering,59,153427,18,33,66.2,No
EMP04117,HR,38,95358,1,43,54.6,No
EMP04118,Marketing,28,86840,4,61,73.8,No
EMP04119,Admin,50,100439,14,32,76.4,Yes
EMP04120,IT,45,125668,25,52,100.0,Yes
EMP04121,Finance,37,114691,19,48,91.0,Yes
EMP04122,Operations,42,99924,1,37,42.0,No
EMP04123,Operations,49,123170,8,51,62.0,No
EMP04124,HR,28,91888,16,40,80.8,Yes
EMP04125,Admin,49,111255,24,30,77.2,Yes
EMP04126,HR,50,115333,23,44,82.8,Yes
EMP04127,Finance,47,129505,14,31,71.8,No
EMP04128,Engineering,28,120245,5,38,62.8,No
EMP04129,Customer Support,58,120669,9,60,67.2,No
EMP04130,Marketing,55,123428,16,51,72.4,No
EMP04131,Customer Support,49,94028,18,36,71.0,No
EMP04132,Admin,39,95804,1,65,63.8,No
EMP04133,Admin,50,102561,2,30,53.6,No
EMP04134,Sales,37,96388,7,38,59.4,No
EMP04135,IT,32,127571,4,55,53.2,No
EMP04136,Customer Support,45,103938,18,52,83.6,Yes
EMP04137,Engineering,46,149699,1,54,57.2,No
EMP04138,Customer Support,25,73057,20,37,88.2,Yes
EMP04139,IT,44,124599,3,50,50.4,No
EMP04140,Sales,47,103782,5,54,53.4,No
EMP04141,HR,51,113126,7,42,50.8,No
EMP04142,Sales,54,116742,6,48,54.6,No
EMP04143,Admin,60,118455,8,38,66.2,No
EMP04144,Admin,39,84572,3,44,43.8,No
EMP04145,Finance,40,122683,24,57,91.4,Yes
EMP04146,Operations,21,77028,8,32,48.6,No
EMP04147,Finance,44,119751,13,60,88.4,Yes
EMP04148,Sales,45,106572,13,45,81.4,Yes
EMP04149,Marketing,42,103372,10,65,71.0,No
EMP04150,Operations,21,81248,1,37,51.0,No
EMP04151,Sales,47,117475,25,39,96.4,Yes
EMP04152,Customer Support,58,120081,4,50,56.2,No
EMP04153,Operations,56,118683,11,37,71.0,No
EMP04154,Engineering,25,113227,16,51,75.4,Yes
EMP04155,Operations,35,105603,25,61,96.6,Yes
EMP04156,Operations,42,109733,9,39,71.6,No
EMP04157,Engineering,23,120161,6,44,49.2,No
EMP04158,Sales,30,93117,10,57,72.2,No
EMP04159,Engineering,48,138801,15,39,73.4,No
EMP04160,Engineering,25,125095,4,31,43.8,No
EMP04161,Admin,24,77650,15,37,73.2,No
EMP04162,Engineering,37,140166,18,44,71.8,No
EMP04163,Finance,34,105856,16,50,77.8,Yes
EMP04164,HR,54,119293,25,41,90.6,Yes
EMP04165,Sales,25,90041,17,50,77.6,Yes
EMP04166,HR,45,104889,6,41,55.4,No
EMP04167,Admin,46,106974,13,39,63.8,No
EMP04168,Admin,56,118902,10,32,62.2,No
EMP04169,Sales,48,117192,5,30,59.0,No
EMP04170,Marketing,45,106215,5,60,63.0,No
EMP04171,Marketing,42,113536,24,65,100.0,Yes
EMP04172,IT,47,133539,12,38,72.4,No
EMP04173,Admin,48,107918,16,33,60.6,No
EMP04174,Admin,37,100776,17,55,82.6,Yes
EMP04175,HR,32,90541,23,51,91.0,Yes
EMP04176,HR,37,101597,12,31,71.2,No
EMP04177,Engineering,30,118746,7,56,68.2,No
EMP04178,Engineering,59,151089,14,46,74.8,No
EMP04179,Operations,33,88493,14,58,87.0,Yes
EMP04180,Engineering,53,154880,16,51,79.4,Yes
EMP04181,Customer Support,31,80104,3,31,52.0,No
EMP04182,IT,37,121283,6,60,70.8,No
EMP04183,Engineering,29,120706,24,43,82.0,Yes
EMP04184,IT,32,124198,21,39,76.2,Yes
EMP04185,Finance,27,103459,15,53,83.8,Yes
EMP04186,Finance,59,139658,16,36,67.4,No
EMP04187,Sales,24,85988,6,64,64.2,No
EMP04188,Sales,39,110711,18,55,94.4,Yes
EMP04189,HR,35,85393,12,41,71.2,No
EMP04190,HR,58,115733,7,41,49.2,No
EMP04191,Customer Support,32,73855,19,65,88.2,Yes
EMP04192,IT,38,124402,22,55,99.6,Yes
EMP04193,HR,25,70828,14,64,77.6,Yes
EMP04194,Engineering,49,145879,25,31,77.6,Yes
EMP04195,Marketing,46,116420,15,32,58.2,No
EMP04196,Sales,23,79437,19,42,76.4,Yes
EMP04197,Engineering,47,145563,6,46,62.4,No
EMP04198,Marketing,57,123639,4,58,72.0,No
EMP04199,Engineering,38,143793,14,45,64.2,No
EMP04200,Marketing,55,129031,19,32,75.4,Yes
EMP04201,HR,37,102423,6,52,64.0,No
EMP04202,Marketing,27,86568,24,44,95.6,Yes
EMP04203,Engineering,31,120051,6,64,66.2,No
EMP04204,Finance,57,134805,13,44,81.8,Yes
EMP04205,Sales,24,75749,25,57,95.2,Yes
EMP04206,Customer Support,48,103450,15,55,77.0,Yes
EMP04207,IT,50,141662,18,49,79.8,Yes
EMP04208,Engineering,58,150366,9,53,74.0,No
EMP04209,Admin,21,72074,18,57,78.6,Yes
EMP04210,Engineering,47,137111,12,56,72.2,No
EMP04211,Admin,23,83115,1,36,40.4,No
EMP04212,HR,59,113347,6,41,58.4,No
EMP04213,Marketing,40,107158,20,32,75.2,Yes
EMP04214,HR,55,111680,19,44,77.6,Yes
EMP04215,Marketing,43,107279,8,43,52.2,No
EMP04216,Marketing,31,88534,12,34,58.0,No
EMP04217,Operations,44,103519,12,33,72.4,No
EMP04218,Operations,35,90094,10,51,67.6,No
EMP04219,Admin,46,101533,18,65,89.4,Yes
EMP04220,Marketing,60,128315,25,45,89.0,Yes
EMP04221,Marketing,39,116201,13,40,72.4,No
EMP04222,HR,29,86164,18,31,81.0,Yes
EMP04223,Marketing,55,124829,4,38,50.0,No
EMP04224,IT,26,115759,19,33,76.0,Yes
EMP04225,Customer Support,59,107649,11,38,57.6,No
EMP04226,Marketing,30,92490,16,55,75.8,Yes
EMP04227,Engineering,51,150304,10,53,66.8,No
EMP04228,HR,25,89506,13,41,68.0,No
EMP04229,Marketing,26,84404,15,51,87.6,Yes
EMP04230,IT,29,107290,13,58,77.2,Yes
EMP04231,Engineering,27,125532,12,44,64.0,No
EMP04232,Sales,48,107552,16,50,86.8,Yes
